3030019	1	Restrictus Nihilismus	 Big Dark damage to a foe.
3030020	1	Punch the Stars	 Big Earth damage to a foe. After 5★: Massive Earth damage to a foe. Gain DA Up.
3030021	1	Terra Ira	 Big Earth damage to a foe.
3030022	1	Seismic Slash	 Big Earth damage to a foe.
3030023	1	Blazing Prison	 Big Fire damage to a foe.
3030024	1	Singen Wind	 Big Wind damage to a foe.
3030025	1	Mystic of Aria	 Big Wind damage to a foe
3030026	1	Regame Fantasia	 Big Wind damage to a foe. After 5★: Massive Wind damage to a foe. All allies gain Refresh.
3030027	1	Chain Entrapment	 Big Fire damage to a foe.
3030028	1	Harpoon Bullet	 Big Water damage to a foe.
3030029	1	Blades of Frost	 Big Water damage to a foe.
3030030	1	Minenwerfer	 Big Fire damage to a foe.
3030031	1	Flaterie Sol	 Big Wind damage to a foe.
3030032	1	Aetheryte Procession	 Big Light damage to a foe.
3030033	1	Swordsweep	 Big Dark damage to a foe. After 5★: Massive Dark damage to a foe. Inflict Burned. Slight chance to inflict Lethal Hit.
3030034	1	Ultimate Fire Rage	 Big Fire damage to a foe.
3030034	2	Inexhaustible Fire Rage	After 5★: Massive Fire damage to a foe. Inflict Blind.
3030035	1	Abolish Arrow Trifecta	 Big Wind damage to a foe.
3030036	1	Pas de Chat	 Big Light damage to a foe.
3030037	1	Really Super Slash	 Big Earth damage to a foe.
3030038	1	Triple Attack	 Big Earth damage to a foe.
3030039	1	Divine Flood	 Big Light damage to a foe.
3030039	2	Sacred Arc	After 5★: Massive Light damage to a foe. Gain Debuff Resistance Boosted.
3030040	1	Pink Lively	 Big Light damage to a foe. Bonus Water damage to Blind foes.
3030040	2	Fullbloom Starsmile	After 5★: Massive Light damage to a foe. Bonus Water damage to Blind foes. Bonus Fire damage to Burned foes.
3030041	1	Iolite Blue	 Big Water damage to a foe. Bonus Light damage to Charm foes.
3030041	2	Heaven on Earth	After 5★: Massive Water damage to a foe. Bonus Light damage to Charm foes. Bonus Fire damage if enemy has Burn.
3030042	1	Fleur Tourbillon	 Big Dark damage to a foe
3030043	1	Whirlwind	 Big Wind damage to a foe.
3030044	1	Blasts of Ennead	 Big Wind damage to a foe.
3030045	1	Seigebreaker	 Big Earth damage to a foe.
3030046	1	Blaze Bloom	 Big Fire damage to a foe. Inflict Fire DEF Lowered.
3030047	1	Loewenbein	 Big Water damage to a foe.
3030048	1	Piercing Punishment	 Big Earth damage to a foe.
3030049	1	Card Ambush	 Big Light damage to a foe.
3030050	1	Klesa Nirodha	 Big Light damage to a foe.
3030051	1	Pounding Heart	 Big Dark damage to a foe. Bonus Fire damage to Burned foes.
3030051	2	Glorious Heart	After 5★: Massive Dark damage to a foe. Inflict Charm. Bonus Fire damage to Burned foes.
3030052	1	Triple Star	 Big Fire damage to a foe. Bonus Dark damage to Blind foes.
3030052	2	Six Star	After 5★: Massive Fire damage to a foe. Bonus Dark damage to Blind foes. Bonus Light damage to Charm foes.
3030053	1	Heavenly Vengeance	 Big Light damage to a foe.
3030054	1	Familial Insanity	 Big Dark damage to a foe
3030054	2	Schrecken Fist	After 5★: Massive Dark damage to a foe. 300,000 bonus plain damage for each ally and foe with Zombie (Max: 6).
3030055	1	Maximum Love Bomb	 Big Earth damage to a foe.
3030056	1	Conviction Strike	 Big Earth damage to a foe.
3030057	1	Fullmetal Impact	 Big Earth damage to a foe. Inflict Earth DEF Lowered.
3030058	1	Grim Flame	 Big Fire damage to a foe. Inflict Fire DEF Lowered.
3030059	1	Hel Klinge	 Big dark damage to a foe.
3030060	1	Chaos Arcania	 Big Dark damage to a foe.
3030061	1	Mahle Fantasia	 Big Water damage to a foe.
3030061	2	Oratorio Azzurro	After 5★: Massive Water damage to a foe. Gain Oratorio (ATK boost gradually decreases starting after 2 turns).
3030062	1	Tempest Blades	 Big Fire damage to a foe.
3030063	1	Keene Gracel	 Big Fire damage to a foe.
3030064	1	Hailstorm	 Big Water damage to a foe.
3030065	1	Avantesia	 Big Light damage to a foe.
3030066	1	Fist of Punishment	 Big Wind damage to a foe.
3030067	1	Meteor Ring	 Big Wind damage to a foe.
3030068	1	Twinkle Star	 Big fire damage to a foe.
3030069	1	Special Mizuki Magic	 Big Water damage to a foe. Bonus Wind damage to Blind foes.
3030070	1	Meow Meow Meow	 Big Wind damage to a foe. Bonus Water damage to Charm foes.
3030071	1	Kirari's Got It!	 Big Kirari Moroboshi to a foe. Gain DA Up if used after Spoil Me. After 5★: Massive Kirari Moroboshi to a foe. Gain TA Up if used after Spoil Me.
3030072	1	Sunrise Blade	 Big Wind damage to a foe.
3030073	1	Colorful Barrage	 Big Water damage to a foe.
3030074	1	Lead Halation	 Big Light damage to a foe.
3030075	1	Road to Victory	 Big Light damage to a foe.
3030076	1	Velos Blue	 Big Water damage to a foe.
3030077	1	Tragedy's End	 Big Water damage to a foe.
3030078	1	Animus Strike	 Big Light damage to a foe.
3030078	2	Fist Flash Lightning	After 5★: Massive Light damage to a foe. Gain ATK Boosted (Stackable).
3030079	1	Hyper Megaton Kick	 Big Light damage to a foe.
3030080	1	Elemental Mastery	 Big Fire damage to a foe. Gain Attack UP if Cloud Pierce was used in the same turn.
3030081	1	Savage Wolf Fury	 Big Dark damage to a foe. Gain DA Up if Shining Eagle was used in the same turn.
3030082	1	Critical Blade	 Big Light damage to a foe. Gain Charge Bar Sped Up if Shadow Moment was used in the same turn.
3030083	1	Fires of Hell's Gate	 Big Fire damage to a foe.
3030084	1	Imminent Shadow	 Big Dark damage to a foe.
3030085	1	Die Wogenkanone	 Big Earth damage to a foe.
3030086	1	Blades of the Unseen	 Big Earth damage to a foe. Inflict DA Down and TA Down.
3030087	1	Sunrise Strike	 Big Wind damage to a foe.
3030088	1	Doki Doki Rhythm	 Big Fire damage to a foe. Bonus Dark damage to Blind foes.
3030088	2	Super Love	After 5★: Massive Fire damage to a foe. Bonus Dark damage to Blind foes. All allies gain DA Up.
3030089	1	Candy Sprites	 Big Earth damage to a foe. Bonus Dark damage to Charm foes.
3030090	1	Miserable Murder Case	 Big Dark damage to a foe. Bonus Dark damage to Zombified foes.
3030091	1	Freezing Summer	 Big Water damage to a foe.
3030092	1	Spatter	 Big Dark damage to a foe. After 5★: Massive Dark damage to a foe. Inflict ATK Down and DEF Down.
3030093	1	Mini Dragon Breath	Fledgling form: Big elemental damage to a foe.
3030093	2	Full Dragon Breath	Adult form: Big elemental damage to a foe. 'Balanced and Attack type:' Damage greatly enhanced. 'Defense type:' Also gain Shield.
3030094	1	Brutal Smash	 Big Earth damage to a foe.
3030095	1	Raging Blaze	 Big Fire damage to a foe.
3030096	1	Ibur Athibar	 Big Fire damage to a foe.
3030096	2	Gae Assail	After 5★: {{InfoOugi|desc=Massive Fire damage to a foe. Inflict Fire DEF Lowered.}}
3030097	1	Brightest Star	 Big Fire damage to a foe.
3030098	1	Supreme Stage	 Big Water damage to a foe.
3030099	1	Shining Runway	 Big Wind damage to a foe.
3030100	1	Sparkling Staff	 Big Wind damage to a foe.
3030101	1	Aetheryte Procession	 Big Light damage to a foe.
3030102	1	Forest Friends	 Big Earth damage to a foe.
3030103	1	New Really Super Slash!	 Big Wind damage to a foe.
3030104	1	Metsu Hadoken	 Big Wind damage to a foe.
3030105	1	Hosenka	 Big Water damage to a foe.
3030106	1	Harpoon Wave	 Big Water damage to a foe.
3030107	1	Loewenbein: Gold	 Big Water damage to a foe.
3030108	1	Weissfluegel	 Big Water damage to a foe.
3030109	1	Maximum Love Bomb	 Big Light damage to a foe.
3030110	1	Multi-Sheep Madness	 Big Fire damage to a foe.
3030111	1	Yaia Fried Rice!	 Let's all dig in! (Restore all other allies' HP [Healing cap: 2000] and grant ATK Up and DEF Up.)
3030111	2	Smile	After 5★: I know you can do it! (Restore all other allies' HP [Healing cap: 2500] and grant ATK Up, DEF Up, Chain Burst DMG Boosted and Chain Burst DMG Cap Boosted. )
3030112	1	Rain of Bullets	 Big Earth damage to a foe.
3030113	1	Spring Breeze	 350% Fire damage to a foe. 'Consume Jade Crest 1:' 150% Bonus Fire damage (Damage cap: ~485,000).
3030114	1	Dragon Slave	 Big Fire damage to a foe. (Use all Magic Amplified stacks: Boost to damage.)
3030115	1	Stone Ghost	 Big Water damage to a foe. Bonus Plain damage.
3030116	1	Giant Nibble	 Big Light damage to a foe.
3030117	1	Vanquishing Destruction	 Big Light damage to a foe.
3030118	1	Graceful in Death	 Big Wind damage to a foe.
3030119	1	Bruiser Axe	 Big Fire damage to a foe.
3030120	1	Angel Alight	 Big Light damage to a foe. 1-turn cut to all skill cooldowns. (I'm so good that sometimes I scare myself!)
3030121	1	Airi Slash	 Big Earth damage to a foe. Boost to damage based on how high Body Heat Boosted is (Resets Body Heat Boosted).
3030122	1	Belly Battle Life	 Big earth damage to a foe. Restore caster's HP (Healing cap: 3000).
3030123	1	Totally Rad Strat-Meet	 Totally radical strategy meeting! While fighting. Cuz that’s how awesome we are. Totally. (Deal no damage and produce a random effect)
3030124	1	Undead Murk	 Big Dark damage to a foe. Inflict Poison.
3030124	2	Beguiling Indigo	After 5★: Massive Dark damage to a foe. Inflict Poison. All allies gain Strength.
3030125	1	Hadorokushiki Hasha no Kata	 Big Fire damage to a foe. (Use all EX-Gauge stacks: Boost to charge attack damage based on EX-Gauge level.)
3030126	1	Altair	 Big Wind damage to a foe. (Use all EX-Gauge stacks: Boost to charge attack damage.)
3030127	1	Hundred Claw Storm Strike	 Big Fire damage to a foe.
3030128	1	Mystic Hurricane	 Big Wind damage to a foe.
3030129	1	Verite Courage	 Big Dark damage to a foe. (Boost to damage based on Courage level.)
3030130	1	Rising Sakura	 Big Wind damage to a foe. 2-turn cut to all skill cooldowns.
3030131	1	Evangel	 Restore all allies' HP (Healing cap: 1000) and grant Refresh.
3030132	1	Rumbling Wheel	 Big Fire damage to a foe. 2-turn cut to skill cooldown.
3030133	1	Unrivaled	 Big Earth damage to a foe.
3030134	1	Irjas	 350% Earth damage to a foe. 100% Bonus Earth damage when foe has Hitmark.
3030135	1	Eternal Lullaby	Morphe: Big Water damage to a foe. Inflict Sleep 3 on all foes and Sleep on all allies. Switch out with Phoebe.
3030135	2	Eternal Lullaby	Phoebe: Big Water damage to a foe. Inflict Sleep 3 on all foes and Sleep on all allies. Switch out with Morphe.
3030136	1	Phoenix	 Big Fire damage to a foe.
3030137	1	Innocent Shine	 Big light damage to a foe. All allies gain 20% cut to dark DMG.
3030138	1	Scary-Go-Round	 Big Dark damage to a foe.
3030139	1	Mine Your Manners	 Big Earth damage to a foe.
3030140	1	Salva Virama	 Big Light damage to a foe.
3030141	1	Hyper Megaton Kick	Normal mode: Big Light damage to a foe. 2-turn cut to Nicholas's skill cooldown. Switch to Turbo Boost mode.
3030141	2	Hyper Repulsion Crusher	Turbo Boost mode: Big Light damage to a foe. Ends Turbo Boost mode.
3030142	1	An die Freude	 Big Light damage to a foe. Bonus effect based on number of Concerto effects.
3030143	1	Merry Rondo	 Big Earth damage to a foe. Bonus effect based on number of Concerto effects.
3030144	1	Rapsodia di Mistero	 Big Wind damage to a foe. Bonus effect based on number of Concerto effects.
3030145	1	Graceful Chirp	 Big Water damage to a foe. Bonus effect based on number of Concerto effects.
3030146	1	Virtuosa Concerto	 Big Fire damage to a foe. Bonus effect based on number of Concerto effects.
3030147	1	Post-Trauma	 Big Earth damage to a foe.
3030149	1	Power Scratching	 Big Earth damage to a foe. All allies gain Yakisoba.
3030150	1	Idol Onstage	 All allies gain Hyped. Effect time extended based on Diantha's Hyped lvl.
3030151	1	Be the Blade	 Big Wind damage to a foe.
3030152	1	Detonation Rounds	 Big Water damage to a foe.
3030153	1	Colorful Barrage	 Big Water damage to a foe.
3030154	1	Beyond Reasoning	 Big Fire damage to a foe
3030155	1	Salvo Blitz	 Big Fire damage to a foe. Uses all Powder Keg stacks.
3030156	1	Revelation Flare	Normal mode: Big Fire damage to a foe. Boost to Charge Attack damage as Dante's HP decreases.
3030156	2	Whimsical Blizzard	Frozen Blade mode: Big Water damage to a foe. All allies gain 10% Water Cut.
3030157	1	Trionfo Canzone	 Big Earth damage to a foe. Gain Charge Boost.
3030159	1	Big Bertha	 Big Earth damage to a foe. Inflict Blind.
3030160	1	Novaya Zvezda	 Big Water damage to a foe. Bonus Dark damage if enemy has Charm.
3030161	1	Glittering Dream	 Big Fire damage to a foe. Inflict Blind. Gain Cuddly.
3030162	1	Scuro Helfiore	 200% Dark damage to a foe (Damage cap: ~1,420,000) and; 100% Fire and 100% Water damage to a foe (Damage cap: ~350,000).
3030163	1	Immortal Assault	 Big Fire damage to a foe.
3030164	1	Neige Glacier	 Big Water damage to a foe.
3030165	1	Frozen Crystal	 Big Water damage to a foe.
3030166	1	????	 Big Wind damage to a foe. Remove Overheated (Stackable/Can't be removed)
3030167	1	Sinister Shadow	 Big Dark damage to a foe.
3030168	1	Lohenwolf	 Big Fire damage to a foe.
3030169	1	Hundred-Claw Storm Strike	 Big Wind damage to a foe.
3030170	1	Monkey Magic	 Big Wind damage to a foe.
3030171	1	Swordsweep	 Big Fire damage to a foe. Inflict DEF Down.
3030172	1	Sonic Meteorite	 Big Wind damage to a foe and cut skill cooldowns by 1 turn. After 5★: Massive Wind damage to a foe, cut skill cooldowns by 2 turns, and consume all Acceleration stacks.
3030173	1	Tenha Fuujinzan	 Big Wind damage to a foe. Gain Charge Boost.
3030174	1	Apefuchi Kamui Rimuse	 Big Light damage to a foe. Gain Charge Boost.
3030175	1	Blade Arc	 Big Earth damage to a foe. Gain ATK Up Stack.
3030176	1	Waterblade Blossom	 Big Water damage to a foe. Gain Bonus Water Damage.
3030177	1	Lightning Storm	 Big Light damage to a foe. Gain Bonus Light Damage.
3030178	1	Under Purifying Waters	 Big Earth damage to a foe. Gain 20% Water Cut.
3030179	1	Silver Bolt	 Big Wind damage to a foe.
3030180	1	Phantom Howl	 Big Dark damage to a foe.
3030181	1	Pure Paragon	 Big Wind damage to a foe. Gain DEF Up.
3030182	1	Primeval Dragon	 600% elemental damage to a foe (Damage cap: ~2,150,000). Inflict DEF Down.
3030183	1	Rising Rapier	 Big Light damage to a foe and inflict Blind.
3030184	1	Heaven's Favor	 Big Earth damage to a foe. Gain DEF Up.
3030185	1	Oops! Misfire!	 Let's have some FUN-gus!
3030186	1	Everything Goes Boom!	 Big Water damage to a foe. Gain ATK Up.
3030187	1	Spring Breeze	 350% Fire damage to a foe. 'Consume 1 Jade Crest 1:' 150% Bonus Fire damage (Damage cap: ~485,000).
3030188	1	The Sterling Spear	 Big Dark damage to a foe.
3030189	1	Ars Magna	 Big Dark damage to a foe.
3030190	1	Predator Claw	 Big Dark damage to a foe. Reduce Death's Door lvl by 3
3030191	1	Tempete d'Azur	 Big Wind damage to a foe.
3030192	1	Noble Execution	 Big Wind damage to a foe.
3030193	1	Ljos Valhalla	 Big Water damage to a foe. All allies gain Critical Up.
3030194	1	Arcane Aroma	 The time has come! (Deal no damage and allies gain random buff.)
3030195	1	Precieuse	 Big Light damage to a foe. All allies gain Dark DMG Lowered.
3030196	1	Istlyja	 Big Dark damage to a foe. Reset cooldown for Yataghan.
3030197	1	Ultimate Hundred Steelshot	 350% Earth damage to a foe.
3030197	2	Ultimate Million Steelshot	After 5★: 400% Earth damage to a foe. Extend the duration of I Am a Hero by 2 turns.
3030198	1	Floaty Execution	 Big Water damage to a foe.
3030199	1	Deadly Sin	 Big Earth damage to a foe. Gain Bonus Earth Damage
3030200	1	Sunshine Bloom	 Big Fire damage to a foe. Inflict Burned.
3030201	1	Fist of the Red Horizon	 Big Fire damage to a foe.
3030202	1	Be My Summer Bae?	 Put on makeup. (Random effect.) Gain Turned Up
3030203	1	Hell Pyre's Wake	 Big Fire damage to a foe. All allies lose their Scorch Mark 1s.
3030204	1	Dragon's Detonation	 350% Fire damage to a foe. 100% Bonus Fire damage if foe has Dracoforce (Damage cap: ~200,000).
3030205	1	Izuminokami Kanesada	 Big Fire damage to a foe. Gain DA Up.
3030206	1	Yamanbagiri Kunihiro	 Big Earth damage to a foe. Gain DA Up.
3030207	1	Mirage Blade	 Big Water damage to a foe. Extend Owen's skill effects by 2 turns.
3030208	1	Doombringer	 Big Fire damage to a foe. Gain Bonus Fire DMG and 1 Live for the Fight stack (Max: 5). Self-inflict Max HP Lowered (Stackable).
3030209	1	Keen Insight	 Big Light damage to a foe. Inflict Light DEF Lowered.
3030210	1	Chain Vengeance	 Big Light damage to a foe. Inflict Debuff Resistance Lowered.
3030220	1	????	 Big Earth damage to a foe. Raise Rev level by 1.
3030221	1	Bloody Carnival	 Big Dark damage to a foe. Inflict Charmed.
3030222	1	Batter Up!	 Big Wind damage to a foe. Slight chance to hit 'em out of the park (Slight chance to inflict Lethal Hit).
3030223	1	Crimson Dance: Rinen	 Big Water damage to a foe. Gain Healing Boosted and Healing Cap Boosted.
3030224	1	Crosscut	100% Charge Bar 350% Wind damage to a foe. Inflict Wind DEF Lowered.
3030224	2	Crosscut	200% Charge Bar 700% Wind damage to a foe (Damage cap: ~3,264,000). 10-hit, 100% Bonus Wind damage (Damage cap: ~16,000 per hit). Inflict Wind DEF Lowered.
3030224	3	Moonlight Blossoms	After 5★: 100% Charge Bar 400% Wind damage to a foe. Inflict Wind DEF Lowered. Gain Charge Bar.
3030224	4	Moonlight Blossoms	After 5★: 200% Charge Bar 800% Wind damage to a foe. 10-hit, 100% Bonus Wind damage (Damage cap: ~16,000 per hit). Inflict Wind DEF Lowered. Gain Charge Bar.
3030225	1	Segen Lied	 All allies gain Light ATK Up, Debuff Resistance Boosted, and Dark DMG Lowered. Sophia gains Light of Life: Next Heilung affects all allies.
3030226	1	Loewenbein: Licht	 Big Wind damage to a foe. Inflict Earth ATK Lowered.
3030227	1	Kraft für 100	 Big Wind damage to a foe. (Boost to damage based on number of Blade stacks.)
3030228	1	Holly Launcher	 Big Light damage to a foe. (Buff all allies based on number of Gift stacks for 3 turns)
3030229	1	Proud as a Peacock	 Big Earth damage to a foe.
3030230	1	Raider's Perfection	 Big Fire damage to a foe. Raise Bounty lvl by 2.
3030231	1	Resolute Raid	 Big Light damage to a foe. Gain TA Up.
3030232	1	Spicy-Hot Impact	 Big Fire damage to a foe. Restore all allies' HP (Random amount)
3030233	1	Gamma Ray	 Big Fire damage to a foe. All allies gain Critical Hit Rate Boosted.
3030234	1	Aerial Assault Kick	 Big Dark damage to a foe. (Boost to damage and damage cap based on Kickfighter's Creed lvl). Reset Kickfighter's Creed
3030235	1	In Love and War	 Big Dark damage to a foe. Gain Together Forever: Next Butter Flutter also affects Narmaya.
3030236	1	Dazzling Flame	 Big Fire damage to a foe. (30% boost to C.A. damage and 10% boost to C.A. damage cap against Burned foes.)
3030237	1	Falcon Tempesta	 Big Earth damage to a foe. Gain Bonus Earth DMG
3030238	1	Combination Blow	 Big Wind damage to a foe. Gain One More: Next One-Two Punch effect is enhanced.
3030239	1	No More Thinking	 Big Light damage to a foe. Gain Charge Boost.
3030240	1	Lebhafte Buehne	 All allies gain Critical Hit Rate Boosted, ATK Up, DEF Up, and Uplifted. (Can only be used when Applause is as loud as it can be [Loudest: 5])
3030241	1	Lion's Claw	 Big Earth damage to a foe. Gain Charge Boost.
3030242	1	Azure Firestorm	 Big Water damage to a foe. Gain Bonus Water Damage.
3030243	1	Riftmaker	 Big Earth damage to a foe. 2-turn cut to damage skills' cooldown.
3030244	1	Interlude to Light	 Restore all allies' HP (Healing cap: 500). All allies gain DA Up, TA Up, and Uplift.
3030245	1	Skyblade Eleganza	 Big Wind damage to a foe. Various effects based on Chivalry (Summer) lvl. (Consumes all Chivalry (Summer).)
3030246	1	Dark Fallen Sword	 Big Dark damage to a foe. Gain Dark ATK Boosted.
3030247	1	Tropical Summer Festival	 Restore all other allies' HP (Healing cap: 2000) and grant ATK Up, DEF Up and Charge Boost.
3030248	1	Sizzling Super Slash!	 350% Water damage to a foe. (It may deal super-duper damage... sometimes.)
3030249	1	Selene Timoria	 Big Dark damage to a foe. All allies gain Charge Boost.
3030250	1	Mine Your Manners	 Big Earth damage to a foe. Inflict Earth DEF Down.
3030251	1	Crescent Tube Ride	 Big Water damage to a foe. Gain Surfer's Intuition (Increase chance of getting higher lvl of High-Tide).
3030252	1	Gigantic Beefcake	 1000% Earth damage to a foe (Damage cap: ~2,527,500). (Can only be used when Super Robo Elsam is active.)
3030253	1	Assault Wave	 Big Wind damage to a foe. Boost to damage based on number of Imperial Soldiers.
3030254	1	Animus Strike	 Big Dark damage to a foe. Raise Spirit Fist lvl by 2.
3030255	1	Drachen Kreuz	 Big Wind damage to a foe. Gain Bonus Wind DMG.
3030256	1	Biscuit Brulee	 Big Fire damage to a foe. End cooldown for Get Baking.
3030257	1	Zerfall Schlag	 Big Earth damage to a foe. 1-turn cut to Panzer Beschuss's cooldown.
3030258	1	Nocturnal Descent	 Big Light damage to a foe. Gain Revitalize.
3030259	1	Super-Duper Holiday Feast!	 200% Wind damage to a foe. (All other allies gain Delicious Holidays based on chain burst's chain number.)
3030261	1	Immortal Warrior	 Big Earth damage to a foe. Inflict Water ATK Lowered. Gain Lethal Attack Dodged 25.
3030262	1	Lunar Ruler Invasion	 Big Dark damage to a foe. Boost to Cassius's multiattack rate
3030263	1	Blast Driver	 Big Dark damage to a foe. Activates Chain Fire.
3030264	1	Blitzangriff	 Big Earth damage to a foe. Inflict Delay.
3030265	1	Nature's Beauty	 Big Light damage to a foe. (Buffs to all allies based on chain burst's chain number.)
3030266	1	Epee de la Jeunesse	 Big Wind damage to a foe. Extend duration of Adolescence on all allies by 2 turns.
